id,options,times,pointX,pointY,username,fs,Vx,VxIF,VxIE,Vy,VyIF,VyIE,V,VIF,VIE,A,AIF,AIE,J,JIF,JIE,S,SIF,SIE,D,DIF,DIE,Direction,Direction change rate,DVIF,DVIE,cd,cur,currate,currateIF,currateIE
61051,slide,1572944583959 ,844,442,95,15,-2.333333333,5.527082026,4.660396546,-3.866666667,9.863265399,3.512640605,4.516143881,8.002062651,4.210742432,-0.116892625,18.71356559,0.00639843,0.008567341,25.5457839,4.94331E-06,-0.000686946,8.15462858,1.70987E-08,3.86E-05,9.33449149,1.60115E-10,58.89,-0.435920787,14.66188121,6.586469277,0.011098779,-0.096525,-0.001198941,18.57401111,0.072898288
61052,slide,1572944583974 ,809,384,95,16,-1.6875,5.253904189,4.283581987,-2.1875,10.39360475,2.629377625,2.762754513,7.998129211,4.019865728,0.011617489,16.1777863,0.004148206,-0.00173685,22.45163119,4.46685E-06,-0.000107511,8.029695507,1.63474E-08,3.68E-05,8.540364657,1.24351E-10,52.35,-0.316360582,13.64831957,5.604125982,0.027295285,-0.114509118,-3.19E-05,18.52221313,0.056819867
61053,slide,1572944583990 ,782,349,95,18,-2,5.006147688,3.766214551,-2.166666667,9.789345796,1.947627841,2.948634335,7.160722301,3.531795021,-0.016172105,14.70634471,0.002640856,-0.003457023,19.48405171,5.58597E-06,0.000480916,8.328258004,1.59554E-08,-5.38E-05,8.520727755,1.0227E-10,47.29,-0.33914916,11.99117199,4.278302102,0.021916358,-0.115019063,-0.004274244,31.30903038,0.057966718
61054,slide,1572944584008 ,746,310,95,16,-2,4.805885019,3.401795342,-1.75,8.784955984,1.56063603,2.657536453,6.640657847,3.305571437,-0.078398525,15.03099909,0.001721354,0.005199462,18.50549726,6.27109E-06,-0.000487946,8.406545039,1.49959E-08,4.48E-05,8.889689465,8.78348E-11,41.19,-0.510128601,11.05516707,3.588066706,0.026336004,-0.191955448,0.01374275,24.90776573,0.059119052
61055,slide,1572944584024 ,714,282,95,17,-1.176470588,4.511346146,3.051916586,-0.764705882,8.256575634,1.547394465,1.403160052,6.297673022,3.179329712,0.004792865,18.071837,0.001257006,-0.002607673,16.80986141,5.13621E-06,0.00022827,7.793490321,1.35248E-08,-1.53E-05,9.102010844,7.63901E-11,33.02,0.039188234,11.81175765,3.62950962,0.032839225,0.027928556,-0.027443879,25.69467516,0.08303938
61056,slide,1572944584041 ,694,269,95,17,-1.235294118,4.032295709,2.617800278,-0.823529412,7.028985353,1.462378785,1.48463876,5.488578576,3.035204181,-0.039537574,23.66336482,0.000887972,0.001272922,16.96062553,3.64244E-06,-3.11E-05,7.718300677,1.25588E-08,-4.21E-06,9.281176128,6.9934E-11,33.69,-0.651188387,13.20750013,4.037864462,0.002904564,-0.438617396,0.043652545,33.3266432,0.212004989
61057,slide,1572944584058 ,673,255,95,16,-0.75,4.334395828,2.759303104,-0.3125,6.395106106,1.517721489,0.8125,5.093438616,2.95829099,-0.017897897,24.34721599,0.000709164,0.000743798,18.68999999,2.23913E-06,-0.000102658,6.790095362,1.16063E-08,1.91E-05,9.092931653,6.51888E-11,22.62,0.246574139,13.52429702,3.806814954,0.043448276,0.303475864,0.030820324,35.98273846,0.429264702
61058,slide,1572944584074 ,661,250,95,17,-0.470588235,4.441215733,2.719260304,-0.235294118,6.174670075,1.592375425,0.526133642,5.272401015,3.045818714,-0.005997126,20.37768391,0.000767971,-0.000898724,18.09164894,1.76895E-06,0.000202921,6.716795909,1.09451E-08,-1.99E-05,8.849429749,6.25901E-11,26.57,0.419118609,13.99983417,3.32330721,0.016632017,0.796601045,0.412481271,33.10286668,1.078062328
61059,slide,1572944584091 ,653,246,95,17,-0.352941176,4.728048163,2.891858928,-0.235294118,5.882649833,1.624335174,0.424182503,5.763496948,3.129744433,-0.021275441,19.22900536,0.000816575,0.002550927,16.64959224,2.26044E-06,-0.000134706,6.75597875,1.06318E-08,1.50E-05,8.728264407,6.09988E-11,33.69,3.312348969,15.99595523,3.3149534,0.030769231,7.808782648,-6.231699118,28.82792303,2.028315721
61060,slide,1572944584108 ,647,242,95,16,0,4.860258116,2.863377702,-0.0625,5.788325173,1.663858377,0.0625,6.365799822,3.30830954,0.022090323,21.02706208,0.000883579,0.000260932,17.23199358,3.55556E-06,0.000120603,7.24193567,1.02165E-08,-3.85E-05,8.382487448,5.68809E-11,90,-6.133131397,18.25248866,3.216032636,0.098360656,-98.13010235,6.073015699,24.8873588,1.792157613
61061,slide,1572944584124 ,647,241,95,17,0.411764706,5.323639496,3.004921718,-0.058823529,5.657503716,1.595288238,0.415945165,6.490133988,3.13654644,0.026265234,21.98159077,0.000950704,0.002190587,20.18347082,3.82491E-06,-0.000495606,8.105115611,1.01891E-08,6.53E-05,8.563115471,5.39806E-11,-8.13,-0.400077343,19.58048562,2.857299731,0.132075472,-0.961851167,0.054719974,21.83125097,0.960705625
61062,slide,1572944584141 ,654,240,95,18,0.833333333,5.507566918,2.814819412,-0.222222222,5.64071864,1.535114573,0.86245415,6.61821086,2.915408285,0.063505206,20.24411847,0.00109593,-0.006234708,27.10070223,2.23126E-06,0.000615179,7.686994733,9.58835E-09,-5.88E-05,8.858292339,4.87689E-11,-14.93,-0.027263563,19.81650843,2.418619656,0.025540275,-0.031611609,0.009350373,22.86521582,0.688762378
61063,slide,1572944584159 ,669,236,95,15,1.933333333,5.853706047,2.592166105,-0.533333333,4.816559887,1.333635548,2.005547861,6.498650718,2.437245712,-0.048719532,17.00938242,0.001057327,0.004838514,31.87696134,1.40701E-06,-0.00044327,8.156922139,9.35556E-09,2.73E-05,9.750450807,4.4078E-11,-15.42,0.27414859,20.87181869,1.907029383,0.001923077,0.136695112,-0.02609153,27.69865655,0.510541544
61064,slide,1572944584174 ,698,228,95,16,1.25,5.528127839,2.068680389,-0.25,3.583622021,1.18839677,1.274754878,6.083798554,2.014206987,0.023858172,14.05179679,0.000796045,-0.00181054,29.21195375,1.42026E-06,-3.45E-05,7.158609268,8.58634E-09,1.73E-05,10.37210795,3.72052E-11,-11.31,-0.324651807,4.51736541,1.302196407,0.017288802,-0.25467783,0.023707032,12.23157209,0.379159988
61065,slide,1572944584190 ,718,224,95,17,1.588235294,5.350751173,1.632940809,-0.470588235,2.28335106,1.052742994,1.656485628,5.72656382,1.661659419,-0.005110476,12.21933581,0.00058867,-0.002362086,24.47256013,1.34387E-06,0.000243111,6.847734616,8.09057E-09,-1.77E-05,12.56446562,3.18888E-11,-16.5,0.206455564,-6.542594283,0.915943096,0.022099448,0.124634685,-0.016387806,15.27440914,0.432863295
61066,slide,1572944584207 ,745,216,95,17,1.529411765,5.441928089,1.378701571,-0.352941176,0.94911538,1.014744849,1.569607537,6.130245376,1.553676491,-0.045265943,12.06047906,0.000482221,0.001770798,18.14664943,1.1243E-06,-5.72E-05,-3.228692351,7.34322E-09,-3.96E-06,17.72831233,2.81513E-11,-12.99,-0.241653657,20.52690101,0.895202908,0.01530782,-0.153958013,0.028837611,32.46407944,0.547096187
61067,slide,1572944584224 ,771,210,95,17,0.764705882,5.886033406,1.136535831,-0.235294118,-1.330754943,0.964855998,0.800086501,6.679724671,1.474697756,-0.015162374,13.2457509,0.000433236,0.000798693,13.38341394,8.63522E-07,-0.000124513,-5.705590581,6.87255E-09,1.65E-05,18.59184299,2.63416E-11,-17.1,0.269054192,31.59046655,1.384556972,0.016039482,0.336281379,-0.029399161,26.29645954,0.810281185
61068,slide,1572944584241 ,784,206,95,17,0.529411765,5.926334322,0.928830012,-0.117647059,-1.648994552,0.987271558,0.542326145,6.554851804,1.475022831,-0.001584585,13.83073884,0.000326882,-0.00131802,12.70569727,8.02697E-07,0.000156402,3.804970338,6.30511E-09,-1.25E-05,15.55757623,2.58553E-11,-12.53,-0.088672692,20.41970147,2.480304797,0.019230769,-0.163504365,-0.079755102,24.07077007,1.451913775
61069,slide,1572944584258 ,793,204,95,16,0.5,5.869359886,0.723085449,-0.125,1.143695663,0.993369556,0.515388203,6.201369346,1.465614528,-0.023990925,14.83658666,0.000244902,0.001340811,12.04550532,7.80767E-07,-5.65E-05,4.159154749,5.99868E-09,-2.00E-07,13.17428613,2.57296E-11,-14.04,-0.783050482,18.85928482,3.582405588,0.006557377,-1.519341104,-0.420313665,23.97616601,2.716666308
61070,slide,1572944584274 ,801,202,95,17,0.117647059,6.18829401,0.637543514,-0.058823529,2.828704097,1.052569662,0.13153341,5.704182358,1.520977247,-0.002537945,15.726206,0.000157355,0.000437079,10.78206927,7.88341E-07,-5.97E-05,2.750190677,5.57773E-09,6.52E-06,11.624456,2.45473E-11,-26.57,-1.084408754,20.24224984,5.239235227,0.036697248,-8.244359746,6.100222071,23.67932856,4.097917388
61071,slide,1572944584291 ,803,201,95,16,0.0625,6.652781625,0.571756203,-0.0625,2.790955833,1.056714156,0.088388348,5.132681901,1.535757525,0.004892395,13.55886971,9.21116E-05,-0.000577574,6.625015083,6.90215E-07,5.12E-05,2.143638975,5.37754E-09,-4.11E-06,10.57362524,2.34895E-11,-45,8.4375,23.10656527,7.520782347,0.076923077,95.45941546,-6.903713466,22.70396922,4.686897243
61072,slide,1572944584307 ,804,200,95,18,0,7.107525192,0.546947173,-0.166666667,1.558247855,1.109078305,0.166666667,4.199511549,1.587060266,-0.004348796,10.59024392,5.30829E-05,0.0002416,0.417794329,6.02433E-07,-1.46E-05,1.537024732,5.04769E-09,1.57E-06,9.567867021,2.21642E-11,90,-2.5,24.61305359,8.027539789,0.176470588,-15,0.833333333,20.94980681,4.349622611
61073,slide,1572944584325 ,804,197,95,16,-0.0625,7.529421518,0.537952885,-0.0625,0.169675345,1.125926542,0.088388348,3.670514291,1.605169084,0,11.61903408,6.26247E-05,-2.03E-05,1.518445341,5.81432E-07,1.36E-05,0.531982332,4.89258E-09,-2.28E-06,-7.408163918,2.15936E-11,45,0,23.30640345,6.505439035,0.176470588,0,0,18.56368444,3.493002235
61074,slide,1572944584341 ,803,196,95,16,-0.0625,7.926313383,0.536041522,-0.0625,0.821762062,1.224416403,0.088388348,3.937364191,1.713416973,-0.000324957,13.24750634,6.04451E-05,0.000198047,5.11857152,5.84641E-07,-2.28E-05,0.979878476,4.63802E-09,3.24E-06,-6.643351334,2.11685E-11,45,0,20.05073816,4.790985725,0,0,-0.814717333,16.44577495,2.543806896
61075,slide,1572944584357 ,802,195,95,17,-0.058823529,9.463569306,0.556265807,-0.058823529,2.160920395,1.268785943,0.083189033,3.997485283,1.770098189,0.002843787,12.75482649,5.91809E-05,-0.000167282,4.985389888,5.55445E-07,2.89E-05,1.617388751,4.54503E-09,-3.07E-06,9.140482244,2.19563E-11,45,-1.084408754,17.28498716,4.126688018,0,-13.03547732,1.73671746,14.87814021,1.736623834
61076,slide,1572944584374 ,801,194,95,17,-0.117647059,13.86105248,0.564005506,-0.058823529,2.651475673,1.359998322,0.13153341,4.044441147,1.886157186,0,12.74371308,5.59947E-05,0.000324614,5.393602733,5.59282E-07,-2.33E-05,2.350931351,4.37111E-09,5.05E-07,7.585583783,2.30383E-11,26.57,2.168817509,16.15972573,4.314922706,0.076923077,16.48871949,-1.157360216,14.17420914,1.169455153
61077,slide,1572944584391 ,799,193,95,17,-0.058823529,11.03933998,0.598155138,-0.117647059,2.779988717,1.382192072,0.13153341,4.202393917,1.970043729,0.005518444,14.49976703,6.30889E-05,-7.18E-05,5.903510225,5.57735E-07,-1.47E-05,3.300192649,4.37344E-09,3.02E-06,7.744978323,2.56042E-11,63.43,-0.419118609,15.20448589,4.322683222,0.166666667,-3.186404179,0.135557528,13.87970685,0.726143318
61078,slide,1572944584408 ,798,191,95,16,-0.125,5.945826767,0.614385903,-0.1875,2.768988424,1.45696698,0.225346955,4.37648795,2.109669799,0.004298168,14.51893904,7.13375E-05,-0.000322346,4.812416707,5.66485E-07,3.65E-05,3.960113975,4.3089E-09,-2.24E-06,8.117410665,2.90831E-11,56.31,-0.198739382,14.05925033,4.111344681,0.029411765,-0.881926196,0.183930968,14.70410204,0.405786632
61079,slide,1572944584424 ,796,188,95,17,-0.176470588,4.815769467,0.66649744,-0.235294118,2.65729291,1.463918915,0.294117647,4.355780972,2.216715861,-0.000859362,14.29827408,9.43873E-05,0.000261941,5.231984585,5.76907E-07,6.24E-07,4.819409533,4.42543E-09,-2.36E-06,8.430795943,3.36751E-11,53.13,0.606167439,13.35231204,4.111352033,0.013513514,2.060969294,-0.447109361,-4.004933708,0.292907334
61080,slide,1572944584441 ,793,184,95,16,-0.125,3.854893647,0.712340083,-0.25,3.307952781,1.535145325,0.279508497,4.543554373,2.395016357,0.003593628,14.20786257,0.000137714,0.00027255,8.328876316,6.13645E-07,-3.95E-05,5.193465208,4.39515E-09,3.01E-06,8.183404833,3.79699E-11,63.43,-1.548446286,12.23701955,3.941304,0.04494382,-5.539889846,0.458830934,-5.329102871,0.307268625
61081,slide,1572944584457 ,791,180,95,19,-0.263157895,5.547693189,0.808390908,-0.210526316,4.18157454,1.546027805,0.337006539,4.798326492,2.592991614,0.007954425,12.65225759,0.000187956,-0.000359843,11.27094933,6.37656E-07,8.57E-06,5.603258873,4.50021E-09,-1.20E-06,7.923544023,4.24677E-11,38.66,0.607085298,10.64659941,3.699312667,0.10619469,1.801405099,-0.193579462,14.73920798,0.329238371
61082,slide,1572944584476 ,786,176,95,16,-0.3125,6.715401925,0.894999941,-0.375,3.295417525,1.609251982,0.488140605,5.219698121,2.879397532,0.001117408,11.90975129,0.000275918,-0.000197098,13.87579325,6.25456E-07,-1.42E-05,5.876090592,4.42482E-09,2.46E-06,7.745282886,4.72176E-11,50.19,-0.916046945,9.736727848,3.612375771,0.05,-1.876604683,0.186036081,22.90200117,0.329655031
61083,slide,1572944584492 ,781,170,95,17,-0.411764706,7.23290082,1.025326252,-0.294117647,-0.951955165,1.633327271,0.506019133,5.952905283,3.294000957,-0.002036154,11.022791,0.00036237,-0.000423945,-1.348713694,5.92523E-07,2.52E-05,6.425975704,4.48151E-09,-1.13E-06,7.626697844,5.21123E-11,35.54,0.556607189,10.384898,4.145365803,0.064150943,1.099972614,-0.064704271,24.07357837,0.321471235
61084,slide,1572944584509 ,774,165,95,15,-0.333333333,6.920934069,1.102362702,-0.333333333,-0.147176969,1.784346332,0.471404521,6.522505028,3.706969061,-0.009243226,10.65720926,0.000498746,4.53E-06,-5.307366357,6.03432E-07,5.97E-06,7.051069449,4.39369E-09,1.18E-06,7.716933213,5.84161E-11,45,0,11.44552155,5.193681676,0.040983607,0,0,16.54560313,0.316906262
61085,slide,1572944584524 ,769,160,95,17,-0.235294118,6.548506615,1.20911099,-0.235294118,5.875210484,2.018828553,0.332756132,6.677181398,4.031037785,-0.009175261,10.34331875,0.000644739,9.41E-05,11.89815902,6.88234E-07,2.37E-05,8.714136033,4.44921E-09,-4.10E-06,8.671458027,6.87191E-11,45,0,11.86810276,5.967951249,0,0,0.935876622,14.62443428,0.324000408
61086,slide,1572944584541 ,765,156,95,16,-0.125,6.579528479,1.293457131,-0.125,8.616343905,2.356291524,0.176776695,6.453411742,4.199471582,-0.007576321,10.68374622,0.000877534,0.000497633,18.56891442,9.90616E-07,-4.60E-05,12.43433463,4.66917E-09,4.61E-06,10.54350777,8.65809E-11,45,2.8125,13.40135481,7.045737854,1.36E-08,15.90990258,-0.994368911,14.73720508,0.311137806
61087,slide,1572944584557 ,763,154,95,18,0,6.568740918,1.418293531,-0.055555556,9.201251271,2.580859713,0.055555556,6.781028617,4.527398197,0.000385802,11.68617791,0.001284908,-0.000238447,22.69162748,1.30445E-06,2.78E-05,16.31414664,4.83914E-09,-2.35E-06,12.07882895,9.92484E-11,90,0,16.77339444,9.263033689,0.153846154,0,0,12.85982016,0.240075321
61088,slide,1572944584575 ,763,153,95,16,0,6.494647297,1.503524832,-0.0625,9.329689834,2.736109438,0.0625,7.57435779,4.991835216,-0.00390625,12.2148667,0.001695519,0.000261662,27.27358886,1.62742E-06,-1.45E-05,18.18212855,5.11909E-09,8.88E-07,12.7476468,1.0437E-10,90,0,21.4491508,9.754629606,0,0,0,10.38774789,0.175793649
61089,slide,1572944584591 ,763,152,95,16,0,6.20658719,1.573042471,0,9.307808445,2.76097381,0,8.099425015,5.486208681,0.000280344,12.17639725,0.001930685,2.94E-05,29.36770511,2.27762E-06,-3.04E-07,17.3965099,5.97565E-09,8.15E-07,12.93753551,1.06902E-10,90,-6.777184301,27.26581961,6.669481516,0,0,-0.650346966,11.03256638,0.153447243
61090,slide,1572944584607 ,763,152,95,705,-0.004255319,6.031976694,1.655548092,0.00141844,9.361744576,2.749435075,0.0044855,8.212226663,5.672799712,0.000750508,12.15818747,0.002041877,2.45E-05,28.0043368,3.71505E-06,1.27E-05,15.57075977,6.97954E-09,-1.06E-06,12.99050793,1.14123E-10,-18.43,-0.046674103,31.97913076,4.333517515,0,-10.40555146,0.014363141,14.01534034,0.141789529
61091,slide,1572944585312 ,760,153,95,12,-0.333333333,6.101142493,1.732217501,0.416666667,9.552353125,2.752184226,0.533593686,8.427640353,5.756975698,0.018033859,12.01636942,0.001975935,0.00900104,25.75056392,5.19179E-06,-0.000734255,14.42280549,7.58445E-09,-7.11E-06,13.26610989,1.21928E-10,-51.34,-0.149159217,30.40510446,3.960614479,0.129411765,-0.279537073,0.027874438,18.14716997,0.133066362
61092,slide,1572944585324 ,756,158,95,20,-0.45,7.549761832,1.944686513,0.6,10.14906447,2.85087277,0.75,9.099921658,5.818479526,0.126046339,12.2393838,0.001877689,0.000189974,24.51631663,5.44652E-06,-0.000819562,12.74334531,6.7945E-09,0.000128544,14.00838844,1.27348E-10,-53.13,0.041217141,23.46278548,2.965034192,0.006550218,0.054956188,-0.002331498,23.98705375,0.124721406
61093,slide,1572944585344 ,747,170,95,17,-2,9.600022577,2.117765227,2.588235294,11.30901564,3.215498662,3.27092677,10.175726,5.783725044,0.129845825,14.14562224,0.002309318,-0.016201257,24.54879581,4.34971E-06,0.001751327,11.39032589,5.7827E-09,-0.000209291,15.27891303,1.23526E-10,-52.31,0.027234478,14.24993354,1.852954571,0.002407222,0.008326227,0.001865758,24.79505346,0.118031751
61094,slide,1572944585361 ,713,214,95,13,-3.384615385,12.03364768,2.134851911,4.307692308,11.78576684,3.690638048,5.478305789,11.3987747,5.348653447,-0.145575547,16.06900086,0.002556141,0.013571296,24.12469099,3.08347E-06,-0.001806614,11.13803838,5.25269E-09,0.000236999,15.99679999,1.1368E-10,-51.84,0.21937387,12.31131138,1.499150707,0.001989555,0.040044108,0.002733141,14.83105537,0.112688892
61095,slide,1572944585374 ,669,270,95,17,-2.352941176,15.52302713,2.049086489,2.705882353,11.22640587,3.865199572,3.585823683,12.25285887,4.28928733,0.030851299,16.66146158,0.002044457,-0.009914681,25.74325099,2.79063E-06,0.001274372,11.13486727,4.85443E-09,-0.000139795,14.94632691,1.10295E-10,-48.99,0.270998412,14.26863524,1.320907146,0.012371134,0.075574941,1.17E-05,10.16368933,0.107141775
61096,slide,1572944585391 ,629,316,95,16,-2.9375,17.70529036,2.020153986,2.875,9.788648422,3.43278615,4.110295762,12.27238045,2.908013375,-0.137698282,17.10555625,0.001507501,0.011749637,28.44614838,3.59882E-06,-0.001102146,11.57615161,4.87976E-09,9.98E-05,12.15541078,1.10916E-10,-44.38,0.311454964,13.35587763,1.173038105,0.020083578,0.075774344,0.00092384,13.06448665,0.100890316
61097,slide,1572944585407 ,582,362,95,19,-1.473684211,16.08025218,2.027806127,1.210526316,7.491166074,2.704840046,1.907123256,10.94875115,1.838089103,0.050295914,17.79940026,0.001311888,-0.005884693,27.45247967,3.96417E-06,0.000495453,11.6961204,5.01062E-09,-3.15E-05,9.977763881,1.14809E-10,-39.4,0.172701043,14.16343333,1.091281652,0.019930676,0.090555785,0.005167447,12.22601904,0.094014967
61098,slide,1572944585426 ,554,385,95,16,-2.3125,13.04088756,1.909245013,1.6875,5.455980538,2.265393129,2.862745623,-1.631583225,1.246122863,-0.061513245,16.782354,0.001195144,0.003528919,23.65252793,2.43164E-06,-0.000103483,11.73896361,5.25523E-09,-2.03E-05,9.289623317,1.21226E-10,-36.12,0.540306826,13.30240726,1.017381442,0.014126394,0.188737282,0.006024549,11.37796587,0.088264032
61099,slide,1572944585442 ,517,412,95,15,-1.666666667,10.47015497,1.715978564,0.866666667,5.077493966,2.102144541,1.878533707,-4.815295383,1.00335422,-0.005050538,13.75290312,0.000972899,0.001873196,21.79646042,9.03535E-07,-0.000429002,11.14099427,5.22369E-09,5.99E-05,9.016278155,1.24848E-10,-27.47,0.535626453,12.52441047,0.96426005,0.035635562,0.285130073,-0.008260357,10.44915841,0.083203718
61100,slide,1572944585457 ,492,425,95,20,-1.7,9.517529695,1.592107319,0.6,6.004136409,2.088152405,1.802775638,5.264711281,0.970982589,0.023047397,11.41594062,0.000822644,-0.004561836,26.90386409,4.58612E-07,0.000469724,10.11774681,4.79012E-09,-4.81E-05,8.397188725,1.19797E-10,-19.44,0.290651998,12.90958735,0.931329453,0.034583536,0.161224721,0.003993626,9.68955236,0.082336159
61101,slide,1572944585477 ,458,437,95,15,-2.2,9.882313644,1.614406883,0.533333333,6.439973421,2.017157254,2.26372358,7.799942879,0.997255548,-0.068189324,9.49373846,0.000683329,0.004832636,34.39643831,3.59139E-07,-0.00049259,9.044026747,4.32258E-09,5.00E-05,8.019246937,1.14834E-10,-13.63,0.545777522,13.92800148,0.92906347,0.02536306,0.241097247,-0.007496021,10.66897603,0.087983948
61102,slide,1572944585492 ,425,445,95,17,-1.235294118,8.728293344,1.633228899,0.117647059,6.442428091,1.902567905,1.240883712,7.873493389,1.027281014,0.004300208,6.753299348,0.000495191,-0.002556215,33.80522021,3.29796E-07,0.000257283,8.727755367,3.94661E-09,-2.25E-05,8.188598132,1.08628E-10,-5.44,0.159648296,15.99326302,0.975778528,0.033819629,0.128656936,6.00E-05,13.794741,0.12126553
61103,slide,1572944585509 ,404,447,95,16,-1.3125,6.567388523,1.645197846,0.0625,6.416116509,1.783992795,1.313987253,6.593927957,0.986360374,-0.039155453,6.463433766,0.000444225,0.00181759,6.557629242,2.55949E-07,-0.000125942,9.514990978,3.72021E-09,8.89E-06,8.89652912,1.0421E-10,-2.73,0.170394437,17.45051466,1.010562995,0.011844332,0.12967739,-0.008104837,16.28599142,0.17841732
61104,slide,1572944585525 ,383,448,95,16,-0.6875,5.531250062,1.645807934,0,6.392355109,1.652099293,0.6875,6.375738638,0.986732664,-0.010074013,7.805429024,0.000446066,-0.000197486,0.429230452,2.57038E-07,1.63E-05,10.27165359,3.47134E-09,3.81E-08,9.952756351,9.74882E-11,0,0,17.18931499,1.043907252,0.010731707,0,0.087726522,15.94762345,0.193841162
61105,slide,1572944585541 ,372,448,95,19,-0.526315789,5.252914769,1.684924952,0,6.556633397,1.552131994,0.526315789,6.514964304,0.980086771,-0.013233794,6.187936222,0.000378894,6.29E-05,13.58141435,2.77534E-07,1.69E-05,22.92302545,3.33664E-09,-7.64E-07,11.88178118,9.42021E-11,0,0.738749656,15.61357942,1.14099322,0,1.403624347,0.321378405,16.43309958,0.20046064
